ID,Latitude,Longitude,X2018,X1980,pop_growth,pop_growth_rate,urban_cluster,multiGHS,Country.Co,Country.or,City.Code,Urban.Aggl,Continent,pop_mean,pop_sum,Area,plain_area,plain_perc,disc,alti,clim,prec,clco,biom,popd,hdev,pop_den
1421973_20676,30.5236,105.5639,665.863,96.109,5.928206515518839,15.60054346189168,1,1,156,China,20676,"Suining, Sichuan",AS,105.04947835868275,588277.079,55817923.5,55817923.5,100,530.87,1005,11,933,16,4,339.521,706,0.010539214684329846
1422168_23630,30.4639,106.6351,444.998,26.967,15.50157600029666,40.79362105341227,1,1,156,China,23630,Guang'an,AS,65.89401229888438,408542.876,61797712.38,61797712.38,100,808.276,734,11,1139,16,4,314.599,707,0.00661097086390239
1426352_20712,30.5833,114.2667,8175.602,2515.887,2.24959030353907,5.919974482997552,1,1,156,China,20712,Wuhan,AS,92.674072057824,7738192.343,832289163.4,832289163.4,100,22496.975,77,11,1198,16,4,854.626,738,0.009297480591226932
1426437_23827,30.4221,112.8925,495.086,55.42,7.933345362684951,20.877224638644606,1,1,156,China,23827,Qianjiang,AS,42.02008319228663,138666.275,32891887.5,32891887.5,100,21791.426,73,14,1261,16,4,463.9,738,0.004215819934322711
1427211_22929,30.4508,-91.1546,710.118,351.029,1.0229610658948407,2.692002804986423,1,1,840,United States of America,22929,Baton Rouge,"NA",13.020792818015215,333332.296,255159600.5,110089187.4,43.145,289.17,43,14,1592,4,8,80.776,795,0.001306367839371186
1429091_23667,30.3921,104.5448,459.423,42.17,9.894545885700735,26.03827864658088,1,1,156,China,23667,Jianyang,AS,97.17839538656514,320688.705,32891271.71,27486307.15,83.567,458.696,537,14,1024,16,4,670.018,705,0.009749963693331455
1430664_23613,30.4001,114.8846,654.347,68.12,8.605798590722253,22.64683839663751,1,1,156,China,23613,Ezhou,AS,58.54991418464432,409849.399,69770689.31,65875669.97,94.417,22620.258,27,14,1354,20,4,2014.889,739,0.005874234625646125
1430673_20726,30.3718,113.4484,579.851,170.56,2.39968925891182,6.3149717339784734,1,1,156,China,20726,Xiantao,AS,34.77837287634592,337350.217,96683024.83,96683024.83,100,1500.883,153,11,975,16,4,334.605,739,0.003489239373645691
1430681_23678,30.3276,112.2484,1007.984,226.871,3.4429830167804614,9.060481623106478,1,1,156,China,23678,"Jingzhou, Hubei",AS,54.77552583554385,717559.388,130567270.7,130567270.7,100,14226.009,34,14,1193,16,4,633.875,736,0.005495706421318341
1430985_23095,30.4213,-87.2169,354.124,216.858,0.6329764177480195,1.6657274151263672,1,1,840,United States of America,23095,Pensacola,"NA",6.89661221329597,209657.011,303003127.3,NA,NA,0.048,21,14,1516,4,8,481.605,888,6.919301885370343e-4
1434859_23612,30.2902,109.4785,520.188,49.917,9.421058957870063,24.792260415447533,1,1,156,China,23612,Enshi,AS,125.03688069598321,462636.459,36880610.25,36880610.25,100,400.728,1033,11,1372,11,1,148.006,739,0.012544164965383131
1438939_23020,30.3322,-81.6557,1244.475,601.16,1.0701227626588594,2.8161125333127877,1,1,840,United States of America,23020,"Jacksonville, Florida","NA",11.908167568582414,442983.834,370770942.1,114951665.7,31.003,233.761,22,13,1290,4,8,150.296,892,0.0011947641621832478
1438950_23822,30.1736,111.7761,318.408,41.397,6.691571853032829,17.609399613244285,1,1,156,China,23822,Songzi,AS,29.05040028644273,104581.441,35880960.94,28374258.49,79.079,544.466,440,11,1346,11,1,247.355,728,0.002914677819662653
1438966_22926,30.27,-97.74,1915.11,383.283,3.9965952051095397,10.517355802919841,1,1,840,United States of America,22926,Austin,"NA",22.72547403543533,1406706.843,616965760.3,37995803.19,6.158,225.686,249,14,883,13,8,83.682,908,0.0022800403742275553
1440693_23034,30.2242,-92.0197,337.398,114.363,1.9502374019569269,5.132203689360334,1,1,840,United States of America,23034,Lafayette,"NA",14.254719664510594,135419.837,94682603.17,44702907.81,47.213,239.35,15,14,1526,16,4,35.157,795,0.001430250462768302
1442924_21441,30.1,77.2833,435.976,157.07,1.7756796332845228,4.672841140222428,1,1,356,India,21441,Yamunanagar,AS,77.43887744555754,658230.458,84717050.88,NA,NA,238.588,1394,11,1323,16,1,436.954,728,0.007769751793323993
1442931_23767,30.1256,104.6305,471.958,34.926,12.513084807879517,32.92917054705136,1,1,156,China,23767,Ziyang,AS,116.41204259684451,419083.353,35880100.86,35880100.86,100,458.696,537,14,1024,16,4,670.018,705,0.011680105210272813
1446950_23597,30.0987,114.9703,549.359,31.557,16.40846721804988,43.180176889604944,2,1,156,China,23597,Daye,AS,44.032348675903,876243.739,198339786,134149167,67.636,22873.627,179,14,1452,16,4,509.565,738,0.0044178919251228795
1450992_23757,30.0761,103.8456,670.869,41.817,15.04297295358347,39.586770930482814,1,1,156,China,23757,Meishan,AS,70.9484874432781,510829.11,71758392.24,70058822.43,97.632,639.553,2533,6,1020,4,5,366.032,703,0.007118736834174088
1450995_20524,30.2937,120.1614,7235.803,1135.584,5.37187825823541,14.136521732198446,2,1,156,China,20524,Hangzhou,AS,41.621493519926965,7058963.679,1690375996,1236552892,73.153,1395.489,20,14,1302,16,4,2004.816,790,0.004175972502983886
1450996_23595,30.1761,121.2524,1479.917,72.817,19.32378428114314,50.852063897745104,2,1,156,China,23595,Cixi,AS,39.71868708917266,2188499.659,549148328.6,221040009.1,40.251,1.569,181,14,1480,4,1,741.787,791,0.003985261440345937
1451528_20747,29.9874,102.9945,337.77,76.857,3.39478512041844,8.933645053732736,1,1,156,China,20747,Yaan,AS,93.60651343010672,327622.797,34882049.9,16831241.62,48.252,348.609,1862,11,1197,1,5,131.651,703,0.00939230343225901
1452721_23716,30.0311,120.8722,483.788,53.083,8.113802912420173,21.35211292742151,1,1,156,China,23716,Shangyu,AS,34.79915671876819,299272.748,85710420.32,77690587.95,90.643,1.569,181,14,1480,4,1,741.787,791,0.003491672854743504
1453766_22827,29.9681,32.5475,616.978,234.184,1.6345864790079594,4.30154336581042,1,1,818,Egypt,22827,As-Suways,AF,75.17038415124428,496124.535,65777938.26,NA,NA,0,256,15,24,19,13,60.657,691,0.007542415407411707
1455079_21267,29.9667,78.1667,399.405,141.437,1.8239074641006239,4.799756484475326,1,1,NA,,21267,Hardwar,AS,63.67289386942273,668565.386,104644946.4,19794763.78,18.916,621.271,440,18,1166,16,1,686.374,565,0.006388893195515078
1459503_23082,29.9547,-90.0751,979.421,1077.335,-0.09088537919959899,-0.2391720505252605,1,1,840,United States of America,23082,New Orleans,"NA",16.575268794406345,850311.289,511283869.1,466799171.3,91.299,21894.457,25,14,1551,4,4,174.948,795,0.0016630903894871187
1462996_20631,29.8782,121.5495,3815.252,447.458,7.526503046095946,19.806586963410382,1,1,156,China,20631,Ningbo,AS,50.71348865499904,2981953.133,586008411.8,521242358.6,88.948,1.569,181,14,1480,4,1,741.787,791,0.005088584178920825
146480_22390,59.2187,39.8886,315.781,242.986,0.2995851612850124,0.7883820033816116,1,1,643,Russian Federation,22390,Vologda,EU,36.66201235185051,282297.495,77244175.8,53313653.52,69.02,23.406,163,7,583,6,6,113.55,786,0.003654612041313282
1467300_20549,29.7127,118.3225,372.956,68.569,4.43913430267322,11.681932375455842,1,1,156,China,20549,Huangshan,AS,80.28256437967396,248875.95,30893932.18,30893932.18,100,291.765,382,11,1670,4,4,171.745,722,0.008055819782019085
1468264_23768,29.7132,120.2368,738.938,50.533,13.622880098153681,35.84968446882548,1,1,156,China,23768,Zhuji,AS,51.18392599857544,496484.082,96668515.71,55408993.26,57.319,79.77,172,14,1420,4,1,591.41,790,0.0051359439870725205
1470344_22812,30.0392,31.2394,20076.002,7348.778,1.7318830423234992,4.557586953482893,1,1,818,Egypt,22812,Al-Qahirah (Cairo),AF,143.38205340917503,23772744.45,1652453463,1230666978,74.475,1934.054,190,15,19,19,13,1008.673,691,0.014386332191673951
1470346_20578,29.7041,116.0013,865.936,151.454,4.717485177017444,12.414434676361696,1,1,156,China,20578,Jiujiang,AS,53.41166832889516,592869.518,110622701.6,72778970.59,65.79,22722.322,116,14,1481,11,4,877.334,710,0.0053593838283190155
1472648_20504,29.6007,103.4856,332.373,26.523,11.531500961429701,30.34605516165711,1,1,156,China,20504,Emeishan,AS,158.84509471828235,254152.152,15944941.45,10236605.41,64.2,1059.693,2756,11,1072,1,5,81.929,703,0.01593935937594804
1474144_21520,29.6036,52.5388,1605.027,549.02,1.9234399475428947,5.0616840724813015,1,1,364,Iran (Islamic Republic of),21520,Shiraz,AS,43.101753854006574,896516.48,207283578,59781686.68,28.841,17.643,1773,12,290,19,4,147.763,774,0.004325072389477954
1474164_20630,29.5835,105.0622,632.122,270.054,1.340724447703052,3.528222230797505,1,1,156,China,20630,Neijiang,AS,86.47345624610315,345893.825,39862624.47,39862624.47,100,458.696,537,14,1024,16,4,670.018,705,0.00867714631434552
1474202_20596,29.5762,103.759,915.257,215.903,3.239204642825713,8.524222744278193,1,1,156,China,20596,Leshan,AS,83.535383646453,643222.454,76734372.75,76734372.75,100,639.553,2533,6,1020,4,5,366.032,703,0.008382455357986882
1474223_23719,29.593,120.8214,388.547,48.686,6.980672061783676,18.370189636272833,1,1,156,China,23719,Shengzhou,AS,54.73620215328164,279154.631,50824207.73,42475166.12,83.573,1.569,181,14,1480,4,1,741.787,791,0.005492552534866637
147881_22243,59.1333,37.9,320.453,271.807,0.17897257980846687,0.47098047318017594,1,1,643,Russian Federation,22243,Cherepovets,EU,35.758749238455174,289645.869,81260069.44,14376112.47,17.691,138.931,145,7,588,6,6,28.704,786,0.003564430488382315
1481922_23014,29.7602,-95.3694,6114.577,2423.766,1.5227587976727126,4.007259993875559,2,1,840,United States of America,23014,Houston,"NA",16.674522583305645,5769384.814,3448215571,648145463.5,18.797,0.152,46,14,1194,4,7,377.691,908,0.0016731508501154554
1481924_21341,29.4667,77.6833,665.23,167.234,2.9778394345647414,7.836419564644056,1,1,356,India,21341,Muzaffarnagar,AS,94.83470788918949,825061.959,86699017.04,13164046.72,15.184,28.05,249,18,963,16,1,1449.767,526,0.00951639346290794
1485612_20484,29.5628,106.5528,14837.823,2961.4,4.01040825285338,10.553705928561525,1,1,156,China,20484,Chongqing,AS,144.46931295092702,7035655.541,485321456.4,485321456.4,100,8538.196,368,14,1093,16,4,2330.14,732,0.014496897774083249
1485660_21359,29.3889,76.9681,525.162,133.834,2.9239804533974927,7.694685403677612,1,1,356,India,21359,Panipat,AS,58.692764791897616,698443.901,118586062.1,317650.832,0.268,238.588,1394,11,1323,16,1,436.954,728,0.005889763844346426
1485710_22035,29.4,71.6833,795.803,176.106,3.518886352537676,9.2602272435202,1,1,586,Pakistan,22035,Bahawalpur,AS,87.10888578101874,688160.198,78724404.42,NA,NA,1322.524,167,16,290,16,13,474.452,684,0.008741383349547098
1486564_895000431,29.3394,105.2876,377.416,57.18,5.6004896817068905,14.738130741333922,1,1,156,China,895000431,Longchang,AS,119.39728331545805,202975.382,16940135.77,16940135.77,100,458.696,537,14,1024,16,4,670.018,705,0.011981921795423723
1487472_20802,29.3416,104.7769,720.912,311.658,1.3131509539302697,3.4556604050796573,1,1,156,China,20802,Zigong,AS,50.68794420183334,476466.675,93671535.62,93671535.62,100,458.696,537,14,1024,16,4,670.018,705,0.005086568420666188
1488015_20773,29.3722,113.1153,989.593,143.461,5.897993182816235,15.521034691621672,1,1,156,China,20773,Yueyang,AS,62.69147972608283,783643.497,124566326.8,114806402.2,92.165,6374.084,78,14,1326,16,4,483.887,724,0.006290973789876575
1489232_22814,29.31,30.8418,395.086,182.128,1.1692765527541071,3.0770435598792294,1,1,818,Egypt,22814,Al-Fayyum,AF,42.794397825905214,1561995.521,363730242.4,NA,NA,0.169,84,15,11,19,13,306.237,691,0.004294379017519936
1493016_20569,29.2947,117.2079,388.51,208.306,0.8650927001622611,2.276559737269108,1,1,156,China,20569,Jingdezhen,AS,48.50902298053293,417177.598,85700448.99,46078343.45,53.767,771.37,167,14,1698,4,4,241.914,704,0.004867857787404108
1493205_20766,29.3151,120.0768,1227.139,46.514,25.382143010706454,66.79511318606961,2,1,156,China,20766,Yiwu,AS,52.57666293227091,1272302.666,241149102.4,64204100.49,26.624,539.664,347,14,1644,4,1,361.049,789,0.0052760000072055
1500373_20571,29.0807,119.6464,1024.35,95.114,9.769707929432048,25.709757709031706,1,1,156,China,20571,Jinhua,AS,73.75529649325473,980945.443,132528991.2,109789431.7,82.842,539.664,347,14,1644,4,1,361.049,789,0.007401742321569863
1503785_20472,29.0464,111.6783,782.822,191.76,3.0823007926574886,8.111317875414443,1,1,156,China,20472,Changde,AS,64.79838424082807,641504.004,98648036.91,98474409.66,99.824,2105.957,214,14,1385,4,1,265.68,723,0.006502957626873672
1509277_23850,28.972,117.1283,334.224,27.601,11.109126480924605,29.234543370854222,1,1,156,China,23850,Leping,AS,51.7900532356131,300382.309,57790598.06,45630235.4,78.958,771.37,167,14,1698,4,4,241.914,704,0.005197771247982825
1509978_20649,28.9594,118.8686,674.699,81.771,7.251079233469079,19.081787456497576,1,1,156,China,20649,Quzhou,AS,47.82505216977345,707810.772,147471330.2,70729931.14,47.962,539.664,347,14,1644,4,1,361.049,789,0.004799650013599729
1509979_21332,28.9716,77.7193,1636.349,523.199,2.1275843417131917,5.598906162403136,1,1,356,India,21332,Meerut,AS,88.85855102970255,2114833.515,237151509.1,55409430.35,23.365,34.569,195,18,879,16,1,1077.509,515,0.008917647300773598
1509999_20614,28.8775,105.4408,804.426,196.906,3.0853300559657906,8.119289620962606,1,1,156,China,20614,Luzhou,AS,66.88432807133337,481567.162,71742164.76,71742164.76,100,7944.773,330,14,1104,16,4,632.979,703,0.006712470464349562
1511676_23785,28.9033,120.0328,491.584,37.682,12.045592059869433,31.69892647334061,1,1,156,China,23785,Yongkang,AS,41.406869129231666,455475.56,109606921.5,49208648.64,44.896,539.664,347,14,1644,4,1,361.049,789,0.004155536473123187
1513135_23784,28.843,112.3642,329.907,35.838,8.205508119872759,21.593442420717786,1,1,156,China,23784,Yuanjiang,AS,51.70520535725905,160286.137,30887367.57,30887367.57,100,2105.957,214,14,1385,4,1,265.68,723,0.005189375126797184
1513139_23738,28.8529,121.1403,661.57,91.18,6.255648168457996,16.462232022257883,1,1,156,China,23738,Linhai,AS,59.65286280424889,357917.177,59785519.02,47042819.1,78.686,1.569,181,14,1480,4,1,741.787,791,0.005986686790830841
1513448_21336,28.8333,78.7833,1126.765,339.923,2.3147654027529767,6.091487901981518,1,1,356,India,21336,Moradabad,AS,107.6356254210649,1463844.506,135507903.6,95617211.12,70.562,304.025,495,18,1305,16,1,713.488,575,0.010802650377656644
1514299_23760,28.8069,113.0721,532.966,21.12,24.235132575757575,63.77666467304625,1,1,156,China,23760,Miluo,AS,74.1227917104618,111184.188,14945790.79,7667752.957,51.304,2847.784,176,14,1470,4,1,547.636,723,0.007439163946707433
1516096_21382,28.8062,79.0277,409.123,201.385,1.0315465402090525,2.714596158444875,1,1,356,India,21382,Rampur,AS,144.1699867220161,519011.952,35870798.11,5829407.797,16.251,304.025,495,18,1305,16,1,713.488,575,0.014468926796900868
1517799_21266,28.7167,77.7833,308.037,100.341,2.0699016354232067,5.447109566903176,1,1,356,India,21266,Hapur,AS,96.37365970861788,462593.567,47826294.13,10080975.87,21.078,34.569,195,18,879,16,1,1077.509,515,0.009672369047507465
1519990_20756,28.7667,104.6238,781.517,96.034,7.137919903367558,18.7839997457041,1,1,156,China,20756,Yibin,AS,49.56759699418114,550200.327,110602041.2,110543733.4,99.947,5068.866,432,14,1139,16,4,1235.391,703,0.004974594691295806
1521832_20622,28.6833,115.8833,3372.81,787.907,3.2807209480306683,8.633476179028074,1,1,156,China,20622,Nanchang,AS,79.1510175830866,3284767.23,413488027.4,356741052.3,86.276,2847.358,52,14,927,16,4,2028.813,703,0.007944044355176413
1524794_20768,28.5666,112.3487,523.354,137.714,2.8002962661748265,7.36920070046007,1,1,156,China,20768,"Yiyang, Hunan",AS,82.27451826953671,641741.243,77716436.02,41135804.2,52.931,746.187,437,14,1430,4,1,365.883,722,0.008257471338943678
1527916_23816,28.6372,121.4185,1818.276,169.696,9.714901942296814,25.56553142709688,1,1,156,China,23816,"Taizhou, Zhejiang",AS,42.19736142183753,1324997.149,312857385.3,199398434.5,63.735,1.569,181,14,1480,4,1,741.787,791,0.004235147422617036
1530135_20605,28.457,119.9192,392.559,63.025,5.228623562078541,13.759535689680371,1,1,156,China,20605,"Lishui, Zhejiang",AS,100.57468136012429,412356.194,40851989.55,36350346.45,88.981,444.073,559,14,1738,4,1,224.549,790,0.010093907262345318
1530827_20658,28.4604,117.9531,975.381,110.564,7.821867877428458,20.58386283533805,1,1,156,China,20658,Shangrao,AS,61.97155994966356,532955.416,85684225.23,29330904.88,34.231,481.324,259,14,1848,16,1,308.852,704,0.006219994573906705
1532195_23621,28.4271,115.3722,420.431,26.223,15.032910040803873,39.560289581062825,1,1,156,China,23621,Gaoan,AS,54.9796478849406,313383.993,56793544.2,22680131.3,39.934,244.796,164,14,1346,11,4,276.685,703,0.005517950982182232
1534175_21179,28.35,79.4167,1195.244,439.869,1.7172726425367548,4.519138532991461,1,1,356,India,21179,Bareilly,AS,127.12155183364082,1385624.915,108599798,58749957.87,54.098,304.025,495,18,1305,16,1,713.488,575,0.012759000850075246
1534191_21228,28.6667,77.2167,28513.682,5587.014,4.10356372831713,10.798851916624026,1,1,356,India,21228,Delhi,AS,121.6530162873811,30340262.26,2484938696,824250477.8,33.17,39.605,285,16,540,16,13,994.433,707,0.01220966227812326
1537714_23091,28.5383,-81.3792,1881.826,583.437,2.2254142263860537,5.85635322733172,2,1,840,United States of America,23091,Orlando,"NA",14.898798084919692,1466041.732,980410181.8,26824939.16,2.736,233.761,22,13,1290,4,8,150.296,892,0.0014953350742526938
1541802_23352,28.2333,83.9833,383.936,43.076,7.9129909926641275,20.823660507010864,1,1,524,Nepal,23352,Pokhara,AS,38.591742295546595,208395.408,53797682.73,NA,NA,1845.029,2326,6,1322,16,1,261.888,556,0.003873687442001835
1545316_23744,28.15,113.6333,1020.364,37.381,26.296327011048394,69.2008605553905,1,1,156,China,23744,Liuyang,AS,120.72437782929865,325955.82,26899400.12,24003718.03,89.235,2847.784,176,14,1470,4,1,547.636,723,0.012117586955318317
1545459_23615,28.1787,115.7758,432.748,31.255,12.84572068469045,33.804528117606445,1,1,156,China,23615,Fengcheng,AS,41.797873339115455,104494.683,24907577.75,24907577.75,100,2261.782,163,14,1470,4,4,325.648,703,0.004195296871049615
154658_22385,58.6031,49.6682,508.383,401.67,0.26567331391440724,0.6991402997747559,1,1,643,Russian Federation,22385,Kirov,EU,42.88412479188398,343072.998,80240750.09,10246496.34,12.77,464.086,159,7,640,6,6,55.553,777,0.0042755457496995095
1549180_20474,28.2274,112.9383,4344.862,830.053,4.234439246650515,11.143261175396093,1,1,156,China,20474,Changsha,AS,79.74534090655182,3436944.448,429395523.3,151456066.3,35.272,2847.784,176,14,1470,4,1,547.636,723,0.008004145971495739
1550793_20786,28.066,115.5473,302.089,62.256,3.8523676432793628,10.137809587577271,1,1,156,China,20786,Zhangshu,AS,86.31005971956628,189882.131,21915360.62,21915360.62,100,2261.782,163,14,1470,4,4,325.648,703,0.008664339788536868
1553044_23037,28.0412,-81.959,329.484,115.088,1.8628875295426108,4.902335604059503,1,1,840,United States of America,23037,Lakeland,"NA",13.455547746176187,110335.492,81693499.46,3898371.142,4.772,50.924,31,13,1269,16,8,84.23,892,0.0013506030801633626
1556721_23062,28.059,-80.5983,508.638,214.846,1.3674538972100945,3.5985628873949858,1,1,840,United States of America,23062,Palm Bay-Melbourne,"NA",7.12107814805731,331842.242,464197257.6,127872034.9,27.547,0.703,9,13,1369,16,8,425.222,892,7.148733357790522e-4
1556836_20514,27.9812,116.3557,910.434,121.628,6.4853980991219125,17.0668371029524,1,1,156,China,20514,"Fuzhou, Jiangxi",AS,98.62587939420305,621343.04,62762917.77,36856017.39,58.723,899.998,179,14,1554,4,1,283.326,703,0.00989984312515495
1560125_21158,27.8833,78.0833,1142.893,315.735,2.6197855796791614,6.894172578103057,1,1,356,India,21158,Aligarh,AS,142.05861561290368,1676291.664,117554503,117554503,100,20.508,155,18,825,16,1,815.259,515,0.014259697597462515
1563621_20800,27.8333,113.15,1144.776,291.939,2.92128492596056,7.687591910422527,1,1,156,China,20800,Zhuzhou,AS,67.58484942127154,986738.802,145447615.2,30525920.5,20.988,1985.713,161,14,1603,4,1,529.361,719,0.006784152498087849
1563623_20723,27.8283,112.927,1088.931,356.635,2.0533486617970755,5.403549109992304,1,1,156,China,20723,"Xiangtan, Hunan",AS,51.86039831043437,902370.931,173340552.4,78852376.81,45.49,2847.784,176,14,1470,4,1,547.636,723,0.005205769328100976
1563645_21398,27.8833,79.9167,368.217,200.298,0.8383458646616541,2.2061733280569844,1,1,356,India,21398,Shahjahanpur,AS,84.36251144228925,632718.836,74713568.01,30929156.97,41.397,80.29,214,18,1278,16,1,626.793,542,0.008468593494495056
1563656_20742,27.8043,114.9334,789.462,87.37,8.035847544923886,21.146967223483912,1,1,156,China,20742,Xinyu,AS,79.59004763814679,684474.41,85673800.34,28647043.43,33.437,2261.782,163,14,1470,4,4,325.648,703,0.007989308368295036
1563682_20759,27.8062,114.3892,801.291,89.525,7.950471935213628,20.922294566351653,1,1,156,China,20759,"Yichun, Jiangxi",AS,103.08532141134602,700980.186,67745168.46,29805347.54,43.996,2261.782,163,14,1470,4,4,325.648,703,0.010347308921578554
1566832_20710,27.9994,120.6668,3419.467,948.641,2.604595415968739,6.854198463075628,2,1,156,China,20710,Wenzhou,AS,65.7707027759842,4459253.648,675442966.9,80981505.71,11.989,0.011,467,14,1709,4,1,437.743,769,0.006601969176562908
1566988_20609,27.7344,111.9944,588.898,53.956,9.914411742901622,26.090557218162164,1,1,156,China,20609,Loudi,AS,98.37823579274634,590269.415,59772537.49,10874716.26,18.193,185.723,207,14,1487,4,1,515.524,723,0.009875261111321443
1570080_22059,27.7,68.8667,514.307,187.848,1.737889144414633,4.573392485301666,1,1,586,Pakistan,22059,Sukkur,AS,123.97796300486036,756265.574,60767421.24,NA,NA,5629.487,55,17,107,16,13,527.862,561,0.012445247117088295
1570090_20595,27.6879,111.4374,319.137,88.484,2.606719858957552,6.859789102519874,1,1,156,China,20595,Lengshuijiang,AS,131.75239385776223,210803.83,15939144.54,7848275.01,49.239,746.187,437,14,1430,4,1,365.883,722,0.013225542278694965
1570102_23732,27.6667,113.5,722.569,37.051,18.502010741950283,48.68950195250075,1,1,156,China,23732,Liling,AS,159.73078415596947,495165.431,30882409.08,14599177.02,47.273,1985.713,161,14,1603,4,1,529.361,719,0.016033899095024878
1573497_20636,27.6348,113.8477,880.752,288.551,2.0523269716618553,5.400860451741725,1,1,156,China,20636,"Pingxiang, Jiangxi",AS,50.98851130424613,627158.689,122532126.2,30053236.2,24.527,1985.713,161,14,1603,4,1,529.361,719,0.005118320463780543
1576692_204847,27.55,68.2167,505.785,118.703,3.260928535925798,8.581390884015256,1,1,586,Pakistan,204847,Larkana,AS,164.50124135083828,592204.469,35862363.53,NA,NA,56.529,148,17,126,16,13,246.402,561,0.01651325821022929
1576823_20545,27.5494,109.9592,685.188,90.415,6.578255820383785,17.31119952732575,1,1,156,China,20545,Huaihua,AS,189.1772225001101,794544.335,41838895.77,17832371.16,42.622,172.642,650,11,1212,4,1,187.206,666,0.018990566561981708
1580018_21857,27.4763,-99.5164,433.522,201.859,1.14764761541472,3.020125303722947,2,1,484,Mexico,21857,Nuevo Laredo,"NA",30.420355470374556,593196.932,194252368,NA,NA,178.986,220,15,481,12,13,46.841,836,0.0030537436331278082
1580033_21329,27.5,77.6833,558.896,158.122,2.5345872174649946,6.669966361749986,1,1,356,India,21329,Mathura,AS,44.46499138892301,329040.936,73714009.07,73714009.07,100,384.986,185,16,696,16,1,887.468,544,0.004463750380033427
1580046_21831,27.4833,-109.9333,356.774,165.927,1.1501865278104229,3.026806652132692,1,1,484,Mexico,21831,Ciudad ObregÃ¯Â¿Â½n,"NA",49.02338960153535,318652.032,64750283.93,NA,NA,0.002,504,16,547,2,2,34.548,792,0.004921245323719154
1584168_21242,27.3905,79.5801,332.881,156.836,1.1224782575429106,2.953890151428712,1,1,356,India,21242,Farrukhabad,AS,122.01576560241811,549070.945,44827229.98,44827229.98,100,621.271,440,18,1166,16,1,686.374,565,0.012248603030902692
1590520_20792,27.3363,103.7189,320.061,62.825,4.0944846796657375,10.774959683330888,1,1,156,China,20792,Zhaotong,AS,36.40594729651042,349497.094,95626464.71,76040082.18,79.518,199.002,1742,11,908,13,1,220.122,646,0.003654815589595375
1594222_20664,27.2403,111.4709,682.279,141.378,3.8259205817029533,10.068212057113035,1,1,156,China,20664,Shaoyang,AS,64.61640905818001,542777.836,83672778.62,83672778.62,100,746.187,437,14,1430,4,1,365.883,722,0.006486910617191596
1598056_22807,27.181,31.1837,450.246,233.532,0.9279841734751553,2.4420636144083034,1,1,818,Egypt,22807,Asyut,AF,85.56483679372523,924100.237,107576946.7,102014668.1,94.829,2549.4,280,15,3,19,13,433.263,691,0.008590132601337345
1598058_21244,27.15,78.4167,771.642,196.814,2.9206662127694174,7.685963717814256,1,1,356,India,21244,Firozabad,AS,140.2931586884634,855788.268,60759628.54,60759628.54,100,404.641,161,18,797,16,1,1658.15,515,0.014084817313137578
1599180_20558,27.1177,114.9804,410.798,112.865,2.639728879634962,6.9466549464077945,1,1,156,China,20558,"Ji'an, Jiangxi",AS,67.76264819004473,250721.798,36854868.83,25342047.48,68.762,2261.782,163,14,1470,4,4,325.648,703,0.006802949134251471
1600143_23617,27.0881,119.6454,428.383,30.326,13.12593154388973,34.54192511549929,1,1,156,China,23617,Fuan,AS,118.37676911748143,260428.892,21913545.56,15119325.93,68.995,0.011,467,14,1709,4,1,437.743,769,0.011884379517086235
1601924_21151,27.1833,78.0167,2110.488,739.177,1.8551862409138808,4.882069055036529,1,1,356,India,21151,Agra,AS,125.86692992962303,2643205.529,209178927.9,209178927.9,100,384.986,185,16,696,16,1,887.468,544,0.012636098461426333
1614082_20533,26.8841,112.6251,1432.895,334.083,3.2890389513983047,8.655365661574486,1,1,156,China,20533,Hengyang,AS,55.85153388955833,938305.769,167333419.2,85227436.61,50.933,1053.677,263,14,1437,4,1,401.036,723,0.00560740211660003
1623366_21318,26.85,80.9167,3504.506,993.299,2.5281481205558447,6.653021369883802,1,1,356,India,21318,Lucknow,AS,123.40240783560564,4602909.812,371515709.7,287068941.7,77.27,221.226,121,18,1032,16,1,895.565,515,0.012389542869443833
1623380_21253,26.7599,83.3714,744.7,307.067,1.4252036200568607,3.7505358422548962,1,1,356,India,21253,Gorakhpur,AS,93.57863305700133,1590836.762,169316206.1,169316206.1,100,578.624,392,18,1407,16,1,624.881,534,0.00939565561172824
162421_22336,58.0174,56.2855,1062.149,1011.119,0.050468837001381495,0.13281272895100393,1,1,643,Russian Federation,22336,Perm,EU,12.706651486654849,165186.469,130384746.4,45701546.07,35.051,1662.046,164,7,616,6,6,109.81,795,0.0012669155983418012
1628357_21405,26.7161,88.4236,947.01,217.831,3.3474528418820095,8.809086426005289,1,1,356,India,21405,Siliguri,AS,61.72186870450741,567841.192,91632701.04,NA,NA,515.668,270,13,2066,16,1,740.204,555,0.006196927358412396
1628626_20627,26.6433,118.1741,473.08,150.192,2.1498348780227974,5.657460205323151,1,1,156,China,20627,Nanping,AS,66.89578021789039,180618.607,26891552.71,4823707.868,17.938,706.538,468,14,1727,4,1,401.522,758,0.006716555527596382
1634553_20613,26.5923,104.8377,965.609,149.573,5.455770760765646,14.35729147569907,1,1,156,China,20613,Liupanshui,AS,155.386136071897,699237.612,44818964.35,13925592.11,31.071,138.466,1682,11,1161,4,1,324.46,635,0.015601378169730062
